id,uri,,
2051,http://dbpedia.org/resource/Herbie_Goes_to_Monte_Carlo,,
3413,http://dbpedia.org/resource/Impact_%28film%29,,
289,http://dbpedia.org/resource/Only_You_%281994_film%29,,
1670,http://dbpedia.org/resource/Welcome_to_Sarajevo,,
2339,http://dbpedia.org/resource/I%27ll_Be_Home_for_Christmas_%281998_film%29,,
1290,http://dbpedia.org/resource/Some_Kind_of_Wonderful_%28film%29,,
735,http://dbpedia.org/resource/Cemetery_Man,,
1102,http://dbpedia.org/resource/American_Strays,,
2152,http://dbpedia.org/resource/Air_Bud:_Golden_Receiver,,
1755,http://dbpedia.org/resource/Shooting_Fish,,
3581,http://dbpedia.org/resource/Human_Traffic,,
86,http://dbpedia.org/resource/White_Squall_%28film%29,,
2523,http://dbpedia.org/resource/Rollercoaster_%28film%29,,
3179,http://dbpedia.org/resource/Angela%27s_Ashes_%28film%29,,
1279,http://dbpedia.org/resource/Night_on_Earth,,
3673,http://dbpedia.org/resource/Benji_the_Hunted,,
2465,http://dbpedia.org/resource/Deadly_Friend,,
1490,http://dbpedia.org/resource/B*A*P*S,,
467,http://dbpedia.org/resource/Live_Nude_Girls_%28film%29,,
3780,http://dbpedia.org/resource/Rocketship_X-M,,
3297,http://dbpedia.org/resource/With_Byrd_at_the_South_Pole,,
114,http://dbpedia.org/resource/Margaret%27s_Museum,,
8,http://dbpedia.org/resource/Tom_and_Huck,,
3899,http://dbpedia.org/resource/Circus_%282000_film%29,,
1767,http://dbpedia.org/resource/Music_from_Another_Room_%28film%29,,
3102,http://dbpedia.org/resource/Jagged_Edge_%28film%29,,
3857,http://dbpedia.org/resource/Bless_the_Child,,
2335,http://dbpedia.org/resource/The_Waterboy,,
2086,http://dbpedia.org/resource/One_Magic_Christmas,,
1318,http://dbpedia.org/resource/Blue_Juice,,
707,http://dbpedia.org/resource/Mulholland_Falls,,
3657,http://dbpedia.org/resource/Pandora_and_the_Flying_Dutchman,,
901,http://dbpedia.org/resource/Funny_Face,,
3030,http://dbpedia.org/resource/Yojimbo_%28film%29,,
2610,http://dbpedia.org/resource/Three_Seasons,,
2200,http://dbpedia.org/resource/Under_Capricorn,,
249,http://dbpedia.org/resource/Immortal_Beloved_%28film%29,,
3139,http://dbpedia.org/resource/Tarzan_the_Fearless,,
2821,http://dbpedia.org/resource/Male_and_Female,,
833,http://dbpedia.org/resource/High_School_High,,
194,http://dbpedia.org/resource/Smoke_%28film%29,,
453,http://dbpedia.org/resource/For_Love_or_Money_%281993_film%29,,
1269,http://dbpedia.org/resource/Arsenic_and_Old_Lace_%28film%29,,
2677,http://dbpedia.org/resource/Buena_Vista_Social_Club_%28film%29,,
1457,http://dbpedia.org/resource/Fools_Rush_In_%281997_film%29,,
1715,http://dbpedia.org/resource/Office_Killer,,
1595,http://dbpedia.org/resource/Free_Willy_3:_The_Rescue,,
680,http://dbpedia.org/resource/Alphaville_%28film%29,,
988,http://dbpedia.org/resource/Grace_of_My_Heart,,
1153,http://dbpedia.org/resource/Raw_Deal_%281948_film%29,,
777,http://dbpedia.org/resource/Pharaoh%27s_Army,,
3403,http://dbpedia.org/resource/Raise_the_Titanic_%28film%29,,
320,http://dbpedia.org/resource/Suture_%28film%29,,
1143,http://dbpedia.org/resource/Three_Lives_and_Only_One_Death,,
1915,http://dbpedia.org/resource/Voyage_to_the_Beginning_of_the_World,,
878,http://dbpedia.org/resource/Bye-Bye_%28film%29,,
2415,http://dbpedia.org/resource/Violets_Are_Blue_%28film%29,,
489,http://dbpedia.org/resource/Made_in_America_%28film%29,,
1341,http://dbpedia.org/resource/Burnt_Offerings_%28film%29,,
1535,http://dbpedia.org/resource/Love%21_Valour%21_Compassion%21_%28film%29,,
187,http://dbpedia.org/resource/Party_Girl_%281995_film%29,,
1419,http://dbpedia.org/resource/Walkabout_%28film%29,,
2257,http://dbpedia.org/resource/No_Small_Affair,,
2850,http://dbpedia.org/resource/Public_Access,,
2269,http://dbpedia.org/resource/Indecent_Proposal,,
534,http://dbpedia.org/resource/Shadowlands_%28film%29,,
3399,http://dbpedia.org/resource/Sesame_Street_Presents_Follow_That_Bird,,
3669,http://dbpedia.org/resource/Stay_Tuned_%28film%29,,
2842,http://dbpedia.org/resource/Best_Laid_Plans,,
1894,http://dbpedia.org/resource/Six_Days_Seven_Nights,,
330,http://dbpedia.org/resource/Tales_from_the_Hood,,
851,http://dbpedia.org/resource/Basquiat_%28film%29,,
822,http://dbpedia.org/resource/Hedd_Wyn_%28film%29,,
3203,http://dbpedia.org/resource/Dead_Calm_%28film%29,,
752,http://dbpedia.org/resource/Vermont_Is_for_Lovers,,
2054,http://dbpedia.org/resource/Honey,_I_Shrunk_the_Kids,
176,http://dbpedia.org/resource/Living_in_Oblivion,,
3719,http://dbpedia.org/resource/Love%27s_Labour%27s_Lost_%282000_film%29,,
2355,http://dbpedia.org/resource/A_Bug%27s_Life,,
3322,http://dbpedia.org/resource/3_Strikes_%28film%29,,
3486,http://dbpedia.org/resource/Devil_Girl_from_Mars,,
205,http://dbpedia.org/resource/Unstrung_Heroes,,
2463,http://dbpedia.org/resource/Ruthless_People,,
2458,http://dbpedia.org/resource/Armed_and_Dangerous_%281986_film%29,,
22,http://dbpedia.org/resource/Copycat_%28film%29,,
482,http://dbpedia.org/resource/Killing_Zoe,,
544,http://dbpedia.org/resource/Striking_Distance,,
268,http://dbpedia.org/resource/Little_Odessa,,
1511,http://dbpedia.org/resource/A_Chef_in_Love,,
2973,http://dbpedia.org/resource/Crimes_and_Misdemeanors,,
3459,http://dbpedia.org/resource/Gothic_%28film%29,,
2252,http://dbpedia.org/resource/Hero_%281992_film%29,,
233,http://dbpedia.org/resource/Exotica_%28film%29,,
2894,http://dbpedia.org/resource/Romance_%281999_film%29,,
422,http://dbpedia.org/resource/Blink_%28film%29,,
3433,http://dbpedia.org/resource/Death_Wish_4:_The_Crackdown,,
2899,http://dbpedia.org/resource/Gulliver%27s_Travels_%281939_film%29,,
2037,http://dbpedia.org/resource/Candleshoe,,
6,http://dbpedia.org/resource/Heat_%281995_film%29,,
2575,http://dbpedia.org/resource/The_Dreamlife_of_Angels,,
2338,http://dbpedia.org/resource/I_Still_Know_What_You_Did_Last_Summer,,
3718,http://dbpedia.org/resource/American_Pimp,,
463,http://dbpedia.org/resource/Guilty_as_Sin,,
2143,http://dbpedia.org/resource/Legend_%28film%29,,
3453,http://dbpedia.org/resource/Here_on_Earth_%28film%29,,
3691,http://dbpedia.org/resource/Private_School_%28film%29,,
2350,http://dbpedia.org/resource/Heart_Condition_%28film%29,,
3276,http://dbpedia.org/resource/Gun_Shy_%28film%29,,
1592,http://dbpedia.org/resource/Air_Bud,,
2392,http://dbpedia.org/resource/Jack_Frost_%281998_film%29,,
3426,http://dbpedia.org/resource/Jungle_Fever,,
3371,http://dbpedia.org/resource/Bound_for_Glory_%28film%29,,
2505,http://dbpedia.org/resource/8mm_%28film%29,,
2430,http://dbpedia.org/resource/Mighty_Joe_Young_%281949_film%29,,
3404,http://dbpedia.org/resource/Titanic_%281953_film%29,,
270,http://dbpedia.org/resource/Love_Affair_%281994_film%29,,
974,http://dbpedia.org/resource/Algiers_%28film%29,,
2280,http://dbpedia.org/resource/Clay_Pigeons,,
1395,http://dbpedia.org/resource/Tin_Men,,
154,http://dbpedia.org/resource/Belle_de_Jour_%28film%29,,
1046,http://dbpedia.org/resource/Beautiful_Thing,,
2381,http://dbpedia.org/resource/Police_Academy_4:_Citizens_on_Patrol,,
2379,http://dbpedia.org/resource/Police_Academy_2:_Their_First_Assignment,,
3324,http://dbpedia.org/resource/Drowning_Mona,,
1050,http://dbpedia.org/resource/Looking_for_Richard,,
2250,http://dbpedia.org/resource/Men_Don%27t_Leave,,
290,http://dbpedia.org/resource/Once_Were_Warriors_%28film%29,,
499,http://dbpedia.org/resource/Mr._Wonderful_%28film%29,,
834,http://dbpedia.org/resource/Phat_Beach,,
243,http://dbpedia.org/resource/Gordy,,
2737,http://dbpedia.org/resource/Assassination_%281987_film%29,,
1086,http://dbpedia.org/resource/Dial_M_for_Murder,,
3541,http://dbpedia.org/resource/Third_World_Cop,,
1509,http://dbpedia.org/resource/All_Over_Me_%28film%29,,
1550,http://dbpedia.org/resource/Trial_and_Error_%281997_film%29,,
517,http://dbpedia.org/resource/Rising_Sun_%28film%29,,
1131,http://dbpedia.org/resource/Jean_de_Florette,,
3768,http://dbpedia.org/resource/Braddock:_Missing_in_Action_III,,
3903,http://dbpedia.org/resource/Urbania_%28film%29,,
319,http://dbpedia.org/resource/Shallow_Grave,,
3010,http://dbpedia.org/resource/Rosetta_%28film%29,,
38,http://dbpedia.org/resource/It_Takes_Two_%281995_film%29,,
1232,http://dbpedia.org/resource/Stalker_%28film%29,,
456,http://dbpedia.org/resource/Fresh_%281994_film%29,,
3908,http://dbpedia.org/resource/Urban_Legends:_Final_Cut,,
2326,http://dbpedia.org/resource/Shattered_Image,,
470,http://dbpedia.org/resource/House_Party_3,,
196,http://dbpedia.org/resource/Species_%28film%29,,
3024,http://dbpedia.org/resource/Piranha_%281978_film%29,,
118,http://dbpedia.org/resource/If_Lucy_Fell,,
2758,http://dbpedia.org/resource/Plenty_%28film%29,,
1135,http://dbpedia.org/resource/Private_Benjamin,,
2234,http://dbpedia.org/resource/Let%27s_Talk_About_Sex_%28film%29,,
3283,http://dbpedia.org/resource/Minnie_and_Moskowitz,,
2659,http://dbpedia.org/resource/It_Came_from_Hollywood,,
1597,http://dbpedia.org/resource/Conspiracy_Theory_%28film%29,,
1565,http://dbpedia.org/resource/Head_Above_Water,,
306,http://dbpedia.org/resource/Three_Colors:_Red,,
2902,http://dbpedia.org/resource/Psycho_II_%28film%29,,
2199,http://dbpedia.org/resource/Phoenix_%28film%29,,
2807,http://dbpedia.org/resource/Universal_Soldier:_The_Return,,
2798,http://dbpedia.org/resource/Problem_Child_%28film%29,,
1677,http://dbpedia.org/resource/Critical_Care_%28film%29,,
3394,http://dbpedia.org/resource/Blind_Date_%281987_film%29,,
1064,http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves,,
3124,http://dbpedia.org/resource/Agnes_Browne,,
3696,http://dbpedia.org/resource/Night_of_the_Creeps,,
2988,http://dbpedia.org/resource/Melvin_and_Howard,,
398,http://dbpedia.org/resource/Frank_and_Ollie,,
743,http://dbpedia.org/resource/Spy_Hard,,
1785,http://dbpedia.org/resource/King_of_New_York,,
237,http://dbpedia.org/resource/Forget_Paris,,
1832,http://dbpedia.org/resource/Heaven%27s_Burning,,
3012,http://dbpedia.org/resource/Battling_Butler,,
3180,http://dbpedia.org/resource/Play_It_to_the_Bone,,
2373,http://dbpedia.org/resource/Red_Sonja_%281985_film%29,,
3509,http://dbpedia.org/resource/Black_and_White_%281999_film%29,,
1854,http://dbpedia.org/resource/Kissing_a_Fool,,
3596,http://dbpedia.org/resource/Screwed_%282000_film%29,,
381,http://dbpedia.org/resource/When_a_Man_Loves_a_Woman_%28film%29,,
2509,http://dbpedia.org/resource/Eight_Days_a_Week_%28film%29,,
1604,http://dbpedia.org/resource/Money_Talks,,
3096,http://dbpedia.org/resource/My_Man_Godfrey_%281957_film%29,,
1897,http://dbpedia.org/resource/High_Art,,
236,http://dbpedia.org/resource/French_Kiss_%28film%29,,
2138,http://dbpedia.org/resource/Watership_Down_%28film%29,,
1977,http://dbpedia.org/resource/Friday_the_13th:_The_Final_Chapter,,
3843,http://dbpedia.org/resource/Sleepaway_Camp,,
3381,http://dbpedia.org/resource/Slaves_to_the_Underground,,
2778,http://dbpedia.org/resource/Never_Talk_to_Strangers,,
87,http://dbpedia.org/resource/Dunston_Checks_In,,
1744,http://dbpedia.org/resource/Firestorm_%28film%29,,
3923,http://dbpedia.org/resource/Return_of_the_Fly,,
2663,http://dbpedia.org/resource/It_Came_from_Beneath_the_Sea,,
2812,http://dbpedia.org/resource/In_Too_Deep_%28film%29,,
3806,http://dbpedia.org/resource/Mackenna%27s_Gold,,
1241,http://dbpedia.org/resource/Braindead_%28film%29,,
298,http://dbpedia.org/resource/Pushing_Hands_%28film%29,,
149,http://dbpedia.org/resource/Amateur_%28film%29,,
2214,http://dbpedia.org/resource/Number_Seventeen,,
1783,http://dbpedia.org/resource/Palmetto_%28film%29,,
382,http://dbpedia.org/resource/Wolf_%28film%29,,
357,http://dbpedia.org/resource/Four_Weddings_and_a_Funeral,,
3604,http://dbpedia.org/resource/Gypsy_%281962_film%29,,
227,http://dbpedia.org/resource/Drop_Zone_%28film%29,,
3344,http://dbpedia.org/resource/Blood_Feast,,
3514,http://dbpedia.org/resource/Joe_Gould%27s_Secret_%28film%29,,
41,http://dbpedia.org/resource/Richard_III_%281995_film%29,,
999,http://dbpedia.org/resource/2_Days_in_the_Valley,,
307,http://dbpedia.org/resource/Three_Colors:_Blue,,
3110,http://dbpedia.org/resource/Country_%28film%29,,
550,http://dbpedia.org/resource/Threesome_%28film%29,,
1975,http://dbpedia.org/resource/Friday_the_13th_Part_2,,
18,http://dbpedia.org/resource/Four_Rooms,,
2189,http://dbpedia.org/resource/I_Married_a_Strange_Person%21,,
1063,http://dbpedia.org/resource/Johns_%28film%29,,
1829,http://dbpedia.org/resource/Chinese_Box,,
3901,http://dbpedia.org/resource/Duets,,
3273,http://dbpedia.org/resource/Scream_3,,
3698,http://dbpedia.org/resource/The_Running_Man_%28film%29,,
665,http://dbpedia.org/resource/Underground_%281995_film%29,,
1137,http://dbpedia.org/resource/Hustler_White,,
2236,http://dbpedia.org/resource/Simon_Birch,,
3873,http://dbpedia.org/resource/Cat_Ballou,,
3427,http://dbpedia.org/resource/Coogan%27s_Bluff_%28film%29,,
691,http://dbpedia.org/resource/Mrs._Winterbourne,,
2914,http://dbpedia.org/resource/Molly_%28film%29,,
216,http://dbpedia.org/resource/Billy_Madison,,
1516,http://dbpedia.org/resource/Children_of_the_Revolution_%28film%29,,
960,http://dbpedia.org/resource/Angel_on_My_Shoulder_%28film%29,,
764,http://dbpedia.org/resource/Heavy_%28film%29,,
1602,http://dbpedia.org/resource/Leave_It_to_Beaver_%28film%29,,
1839,http://dbpedia.org/resource/My_Giant,,
3951,http://dbpedia.org/resource/Two_Family_House,,
810,http://dbpedia.org/resource/Kazaam,,
990,http://dbpedia.org/resource/Maximum_Risk,,
3131,http://dbpedia.org/resource/Broadway_Damage,,
964,http://dbpedia.org/resource/Angel_and_the_Badman,,
206,http://dbpedia.org/resource/Unzipped_%28film%29,,
2197,http://dbpedia.org/resource/Firelight,,
3092,http://dbpedia.org/resource/Chushingura:_Hana_no_Maki,_Yuki_no_Maki,
2597,http://dbpedia.org/resource/Lost_&_Found_%281999_film%29,,
660,http://dbpedia.org/resource/August_%281996_film%29,,
629,http://dbpedia.org/resource/Rude_%28film%29,,
1883,http://dbpedia.org/resource/Bulworth,,
2771,http://dbpedia.org/resource/Brokedown_Palace,,
621,http://dbpedia.org/resource/My_Favorite_Season,,
167,http://dbpedia.org/resource/Feast_of_July,,
3390,http://dbpedia.org/resource/Shanghai_Surprise,,
2859,http://dbpedia.org/resource/Stop_Making_Sense,,
1686,http://dbpedia.org/resource/Red_Corner,,
3239,http://dbpedia.org/resource/Isn%27t_She_Great,,
1799,http://dbpedia.org/resource/Suicide_Kings,,
3434,http://dbpedia.org/resource/Death_Wish_V:_The_Face_of_Death,,
1655,http://dbpedia.org/resource/Phantoms_%28film%29,,
2893,http://dbpedia.org/resource/Plunkett_&_Macleane,,
2613,http://dbpedia.org/resource/Night_of_the_Comet,,
2106,http://dbpedia.org/resource/Swing_Kids_%28film%29,,
347,http://dbpedia.org/resource/Bitter_Moon,,
831,http://dbpedia.org/resource/Stonewall_%28film%29,,
125,http://dbpedia.org/resource/Flirting_with_Disaster_%28film%29,,
3385,http://dbpedia.org/resource/Volunteers_%28film%29,,
5,http://dbpedia.org/resource/Father_of_the_Bride_Part_II,,
341,http://dbpedia.org/resource/Double_Happiness_%28film%29,,
3460,http://dbpedia.org/resource/Hillbillys_in_a_Haunted_House,,
67,http://dbpedia.org/resource/Two_Bits,,
1431,http://dbpedia.org/resource/Beverly_Hills_Ninja,,
3288,http://dbpedia.org/resource/Cotton_Mary,,
1501,http://dbpedia.org/resource/Keys_to_Tulsa,,
2401,http://dbpedia.org/resource/Pale_Rider,,
2944,http://dbpedia.org/resource/The_Dirty_Dozen,,
3017,http://dbpedia.org/resource/Creepshow_2,,
2688,http://dbpedia.org/resource/The_General%27s_Daughter_%28film%29,,
3496,http://dbpedia.org/resource/Madame_Sousatzka,,
2219,http://dbpedia.org/resource/Murder%21,,
1026,http://dbpedia.org/resource/So_Dear_to_My_Heart,,
